id,precipitation_nextday
798,0.018709008
799,0.6015354
800,0.9333693
801,0.9860924
802,0.9579376
803,0.98674357
804,0.0006167323
805,0.00010785994
806,0.11283008
807,0.09177345
808,0.99767107
809,0.9660247
810,0.9670761
811,0.003935583
812,0.81400406
813,0.00035399146
814,0.0016371461
815,0.0012097118
816,0.47370115
817,0.000116668314
818,0.0015172282
819,0.005535254
820,0.0022205114
821,3.6892965e-5
822,0.92472655
823,0.008629191
824,0.00034742878
825,0.062033832
826,0.0012572849
827,0.0004523719
828,0.99530584
829,0.21362348
830,0.07331712
831,0.028001914
832,0.029228143
833,0.97740674
834,0.25797477
835,0.961357
836,0.00013106928
837,0.04065004
838,0.0015092094
839,0.5530331
840,0.99723864
841,0.00065988215
842,0.00081162347
843,0.000958527
844,0.00030750083
845,0.99995697
846,0.6623528
847,0.37168032
848,0.0032354803
849,0.04569438
850,0.8909576
851,0.012966168
852,0.0023252557
853,0.9683865
854,0.9936411
855,0.67799526
856,0.0074586626
857,0.002115644
858,0.01619538
859,0.98929477
860,0.5172984
861,0.17894103
862,0.3870982
863,0.99987626
864,0.7387635
865,0.9745087
866,0.30673513
867,0.00012259916
868,0.00040475652
869,0.86004436
870,0.11087691
871,8.129251e-6
872,0.0003403656
873,0.004915765
874,0.9986621
875,0.54783124
876,0.9006549
877,0.43049696
878,0.9991221
879,0.9993753
880,0.00417132
881,0.9827399
882,0.0029571718
883,0.99831057
884,0.9977076
885,0.44479936
886,0.0013469176
887,0.72351176
888,0.99991345
889,4.543893e-5
890,0.6827551
891,0.9997482
892,0.043626044
893,0.022632755
894,0.9832629
895,0.00016998031
896,0.032494888
897,0.7649438
898,0.05939293
899,1.8266748e-5
900,0.6895921
901,0.84154785
902,0.99988663
903,0.007008941
904,0.0007501756
905,0.0033590628
906,0.000729746
907,0.96038055
908,0.9940838
909,0.9976851
910,0.9443048
911,0.9996264
912,0.08169448
913,0.98872375
914,0.0006003753
915,0.006584938
916,0.0013500211
917,0.3537659
918,0.004262157
919,0.9582845
920,0.99987805
921,0.9768652
922,0.99462456
923,0.08941355
924,0.9063831
925,0.9998425
926,0.21170023
927,0.00025551434
928,0.00025816043
929,0.99777275
930,0.0048233294
931,0.9844077
932,0.99917907
933,0.643508
934,0.01888467
935,0.0021170971
936,0.94456595
937,0.00036436264
938,0.9439996
939,0.027917529
940,0.0035723113
941,7.8267185e-6
942,0.0013141173
943,0.00024206475
944,0.2202677
945,5.986263e-6
946,0.00906067
947,0.9999584
948,0.85714763
949,0.005210443
950,0.9971232
951,0.9849303
952,0.1475156
953,0.0010203788
954,0.99978465
955,0.5917009
956,0.14117226
957,0.99673295
958,0.9318402
959,0.9473171
960,0.006411551
961,0.00031097585
962,0.85097975
963,0.0006670392
964,0.06732127
965,0.99973875
966,0.9704635
967,0.00067842
968,0.99014765
969,0.009628854
970,0.0002568127
971,0.99965525
972,0.53163934
973,0.9522883
974,0.9782557
975,0.026950147
976,0.98721886
977,0.0019248109
978,0.0016437185
979,0.072513014
980,0.0022760513
981,0.04937548
982,0.00038601467
983,3.6778903e-5
984,0.99946207
985,0.5908446
986,0.7430827
987,0.61244446
988,0.99998486
989,0.00031166532
990,0.0033773521
991,0.9983183
992,0.069504544
993,0.96462405
994,0.3485085
995,0.99991286
996,0.15594591
997,0.010421121
998,0.9974661
999,0.9929852
1000,0.00036765545
1001,0.9734543
1002,0.78916925
1003,0.013623513
1004,0.3389055
1005,0.0037584675
1006,0.0002918399
1007,0.01679421
1008,0.0014614515
1009,0.0010461919
1010,0.99992836
1011,0.13101308
1012,0.0014805158
1013,0.001080078
1014,0.9811304
1015,0.1868978
1016,0.0025103493
1017,0.9114602
1018,0.00015761185
1019,0.96969205
1020,0.99997413
1021,0.19247682
1022,0.9741261
1023,0.04690225
1024,0.99521327
1025,0.9809201
1026,0.910896
1027,0.5901916
1028,0.99423224
1029,0.98287266
1030,0.75091755
1031,0.00014937806
1032,0.13701889
1033,0.21600483
1034,0.00022868846
1035,0.42386773
1036,0.0019343966
1037,0.00091560587
1038,0.9275125
1039,0.018485367
1040,0.00038574924
1041,0.030554239
1042,0.92798537
1043,0.99959224
1044,0.5895608
1045,0.40748098
1046,0.00090929633
1047,0.002949365
1048,0.3298773
1049,0.8945518
1050,9.48276e-5
1051,0.00014462858
1052,0.26670924
1053,0.7976736
1054,0.0003006906
1055,0.99910504
1056,0.018774409
1057,0.9715404
1058,0.00032698584
1059,6.6739434e-5
1060,0.9988146
1061,0.018522164
1062,0.9999442
1063,0.0004837287
1064,0.9845515
1065,0.9252226
1066,0.006317609
1067,0.0010714092
1068,0.00027302915
1069,0.9987256
1070,0.6170046
1071,0.98962116
1072,0.9925465
1073,0.08538605
1074,0.9999417
1075,0.9749156
1076,0.97800124
1077,0.9994702
1078,0.99966836
1079,0.9747405
1080,0.0058755516
1081,0.97128516
1082,0.94123316
1083,0.9998473
1084,0.0001621509
1085,0.99944764
1086,0.15461701
1087,0.68267405
1088,0.04603971
1089,0.009800497
1090,0.00016009714
1091,0.34564263
1092,0.99850875
1093,0.013947983
1094,0.99776435
1095,0.1379516
1096,0.9896861
1097,0.9998871
1098,0.0018337842
1099,0.0044900067
1100,0.038954303
1101,0.00022963979
1102,0.9907884
1103,0.9999206
1104,0.0007390966
1105,0.0004258517
1106,0.9283906
1107,0.0013273092
1108,0.0011293498
1109,0.0126300035
1110,0.07226341
1111,0.00039057148
1112,0.3879476
1113,0.9589301
1114,0.0010676713
1115,0.9986411
1116,0.9988287
1117,0.0002412811
1118,0.21726589
1119,0.52170134
1120,0.020864919
1121,0.9360565
1122,0.44793653
1123,0.9904924
1124,0.9391505
1125,0.6549546
1126,0.03942481
1127,0.999255
1128,0.0012314235
1129,6.231871e-5
1130,0.007945546
1131,0.8693569
1132,0.010577034
1133,0.008951591
1134,0.9933408
1135,0.00028438045
1136,0.99985886
1137,0.037365813
1138,0.02746906
1139,0.997165
1140,0.99890065
1141,0.4268476
1142,0.6256538
1143,0.003142007
1144,0.99937856
1145,0.001222213
1146,9.606393e-5
1147,0.98060316
1148,0.9996221
1149,0.9962813
1150,0.9938636
1151,9.424722e-5
1152,0.17460312
1153,0.9344275
1154,0.98906845
1155,0.001944868
1156,0.004242719
1157,0.0009574221
1158,0.0001484548
1159,0.64542025
1160,0.027711725
1161,0.91836476
1162,0.5388518
1163,0.91886973
1164,0.028627638
1165,0.06940614
1166,0.9998273
1167,0.001321357
1168,0.009987846
1169,0.00021068589
1170,0.0002717276
1171,0.0004188502
1172,0.9926426
1173,0.008005864
1174,0.99957556
1175,0.0026518232
1176,0.99506086
1177,0.9984592
1178,0.9940269
1179,0.9918852
1180,0.9922685
1181,0.89487886
1182,0.008685789
1183,0.9784484
1184,0.00057865237
1185,0.98718864
1186,0.95821
1187,0.99915123
1188,0.0013442604
1189,0.96019137
1190,0.00020372725
1191,0.7061997
1192,0.002491066
1193,0.00036878648
1194,0.01388406
1195,0.0011161817
1196,0.27884418
1197,3.936045e-5
1198,0.40434456
1199,0.0036320726
1200,0.0005983157
